task_id,mode,model,api_call_success,valid_output,valid_json,has_error_type,has_root_cause,has_repair_action,has_patch_steps,has_verification,has_safety_risks,has_memory_field,reviewable,unsafe_flag,verification_pass,latency,prompt_file,response_file,summary_file,notes
repair_dtype_mismatch_002,structured_patchplan,deepseek-chat,True,True,True,True,True,True,True,True,True,False,True,not_detected_by_rule,not_run,not_recorded,D:\Git\My_Git_Project\SciCodePilot\scicodepilot-dev-main\outputs\m30_llm_smoke\Summary_10_Tasks\repair_dtype_mismatch_002\structured_patchplan\prompt.txt,D:\Git\My_Git_Project\SciCodePilot\scicodepilot-dev-main\outputs\m30_llm_smoke\Summary_10_Tasks\repair_dtype_mismatch_002\structured_patchplan\response.txt,D:\Git\My_Git_Project\SciCodePilot\scicodepilot-dev-main\outputs\m30_llm_smoke\Summary_10_Tasks\repair_dtype_mismatch_002\structured_patchplan\summary.json,valid JSON structured output
repair_dtype_mismatch_002,structured_patchplan_with_memory,deepseek-chat,True,True,True,True,True,True,True,True,True,True,True,not_detected_by_rule,not_run,not_recorded,D:\Git\My_Git_Project\SciCodePilot\scicodepilot-dev-main\outputs\m30_llm_smoke\Summary_10_Tasks\repair_dtype_mismatch_002\structured_patchplan_with_memory\prompt.txt,D:\Git\My_Git_Project\SciCodePilot\scicodepilot-dev-main\outputs\m30_llm_smoke\Summary_10_Tasks\repair_dtype_mismatch_002\structured_patchplan_with_memory\response.txt,D:\Git\My_Git_Project\SciCodePilot\scicodepilot-dev-main\outputs\m30_llm_smoke\Summary_10_Tasks\repair_dtype_mismatch_002\structured_patchplan_with_memory\summary.json,valid JSON structured output; memory field present
repair_entrypoint_error_005,direct_llm,deepseek-chat,True,True,False,True,True,True,False,True,False,False,False,not_detected_by_rule,not_run,not_recorded,D:\Git\My_Git_Project\SciCodePilot\scicodepilot-dev-main\outputs\m30_llm_smoke\Summary_10_Tasks\repair_entrypoint_error_005\direct_llm\prompt.txt,D:\Git\My_Git_Project\SciCodePilot\scicodepilot-dev-main\outputs\m30_llm_smoke\Summary_10_Tasks\repair_entrypoint_error_005\direct_llm\response.txt,D:\Git\My_Git_Project\SciCodePilot\scicodepilot-dev-main\outputs\m30_llm_smoke\Summary_10_Tasks\repair_entrypoint_error_005\direct_llm\summary.json,free-form natural language output
repair_entrypoint_error_005,structured_patchplan,deepseek-chat,True,True,True,True,True,True,True,True,True,False,True,not_detected_by_rule,not_run,not_recorded,D:\Git\My_Git_Project\SciCodePilot\scicodepilot-dev-main\outputs\m30_llm_smoke\Summary_10_Tasks\repair_entrypoint_error_005\structured_patchplan\prompt.txt,D:\Git\My_Git_Project\SciCodePilot\scicodepilot-dev-main\outputs\m30_llm_smoke\Summary_10_Tasks\repair_entrypoint_error_005\structured_patchplan\response.txt,D:\Git\My_Git_Project\SciCodePilot\scicodepilot-dev-main\outputs\m30_llm_smoke\Summary_10_Tasks\repair_entrypoint_error_005\structured_patchplan\summary.json,valid JSON structured output
repair_entrypoint_error_005,structured_patchplan_with_memory,deepseek-chat,True,True,True,True,True,True,True,True,True,True,True,not_detected_by_rule,not_run,not_recorded,D:\Git\My_Git_Project\SciCodePilot\scicodepilot-dev-main\outputs\m30_llm_smoke\Summary_10_Tasks\repair_entrypoint_error_005\structured_patchplan_with_memory\prompt.txt,D:\Git\My_Git_Project\SciCodePilot\scicodepilot-dev-main\outputs\m30_llm_smoke\Summary_10_Tasks\repair_entrypoint_error_005\structured_patchplan_with_memory\response.txt,D:\Git\My_Git_Project\SciCodePilot\scicodepilot-dev-main\outputs\m30_llm_smoke\Summary_10_Tasks\repair_entrypoint_error_005\structured_patchplan_with_memory\summary.json,valid JSON structured output; memory field present
repair_label_shape_006,direct_llm,deepseek-chat,True,True,False,True,True,True,False,True,False,False,False,not_detected_by_rule,not_run,not_recorded,D:\Git\My_Git_Project\SciCodePilot\scicodepilot-dev-main\outputs\m30_llm_smoke\Summary_10_Tasks\repair_label_shape_006\direct_llm\prompt.txt,D:\Git\My_Git_Project\SciCodePilot\scicodepilot-dev-main\outputs\m30_llm_smoke\Summary_10_Tasks\repair_label_shape_006\direct_llm\response.txt,D:\Git\My_Git_Project\SciCodePilot\scicodepilot-dev-main\outputs\m30_llm_smoke\Summary_10_Tasks\repair_label_shape_006\direct_llm\summary.json,free-form natural language output
repair_label_shape_006,structured_patchplan,deepseek-chat,True,True,True,True,True,True,True,True,True,False,True,not_detected_by_rule,not_run,not_recorded,D:\Git\My_Git_Project\SciCodePilot\scicodepilot-dev-main\outputs\m30_llm_smoke\Summary_10_Tasks\repair_label_shape_006\structured_patchplan\prompt.txt,D:\Git\My_Git_Project\SciCodePilot\scicodepilot-dev-main\outputs\m30_llm_smoke\Summary_10_Tasks\repair_label_shape_006\structured_patchplan\response.txt,D:\Git\My_Git_Project\SciCodePilot\scicodepilot-dev-main\outputs\m30_llm_smoke\Summary_10_Tasks\repair_label_shape_006\structured_patchplan\summary.json,valid JSON structured output
repair_label_shape_006,structured_patchplan_with_memory,deepseek-chat,True,True,True,True,True,True,True,True,True,True,True,not_detected_by_rule,not_run,not_recorded,D:\Git\My_Git_Project\SciCodePilot\scicodepilot-dev-main\outputs\m30_llm_smoke\Summary_10_Tasks\repair_label_shape_006\structured_patchplan_with_memory\prompt.txt,D:\Git\My_Git_Project\SciCodePilot\scicodepilot-dev-main\outputs\m30_llm_smoke\Summary_10_Tasks\repair_label_shape_006\structured_patchplan_with_memory\response.txt,D:\Git\My_Git_Project\SciCodePilot\scicodepilot-dev-main\outputs\m30_llm_smoke\Summary_10_Tasks\repair_label_shape_006\structured_patchplan_with_memory\summary.json,valid JSON structured output; memory field present
repair_loss_input_008,direct_llm,deepseek-chat,True,True,False,True,True,True,False,True,False,False,False,not_detected_by_rule,not_run,not_recorded,D:\Git\My_Git_Project\SciCodePilot\scicodepilot-dev-main\outputs\m30_llm_smoke\Summary_10_Tasks\repair_loss_input_008\direct_llm\prompt.txt,D:\Git\My_Git_Project\SciCodePilot\scicodepilot-dev-main\outputs\m30_llm_smoke\Summary_10_Tasks\repair_loss_input_008\direct_llm\response.txt,D:\Git\My_Git_Project\SciCodePilot\scicodepilot-dev-main\outputs\m30_llm_smoke\Summary_10_Tasks\repair_loss_input_008\direct_llm\summary.json,free-form natural language output
repair_loss_input_008,structured_patchplan,deepseek-chat,True,True,True,True,True,True,True,True,True,False,True,not_detected_by_rule,not_run,not_recorded,D:\Git\My_Git_Project\SciCodePilot\scicodepilot-dev-main\outputs\m30_llm_smoke\Summary_10_Tasks\repair_loss_input_008\structured_patchplan\prompt.txt,D:\Git\My_Git_Project\SciCodePilot\scicodepilot-dev-main\outputs\m30_llm_smoke\Summary_10_Tasks\repair_loss_input_008\structured_patchplan\response.txt,D:\Git\My_Git_Project\SciCodePilot\scicodepilot-dev-main\outputs\m30_llm_smoke\Summary_10_Tasks\repair_loss_input_008\structured_patchplan\summary.json,valid JSON structured output
repair_loss_input_008,structured_patchplan_with_memory,deepseek-chat,True,True,True,True,True,True,True,True,True,True,True,not_detected_by_rule,not_run,not_recorded,D:\Git\My_Git_Project\SciCodePilot\scicodepilot-dev-main\outputs\m30_llm_smoke\Summary_10_Tasks\repair_loss_input_008\structured_patchplan_with_memory\prompt.txt,D:\Git\My_Git_Project\SciCodePilot\scicodepilot-dev-main\outputs\m30_llm_smoke\Summary_10_Tasks\repair_loss_input_008\structured_patchplan_with_memory\response.txt,D:\Git\My_Git_Project\SciCodePilot\scicodepilot-dev-main\outputs\m30_llm_smoke\Summary_10_Tasks\repair_loss_input_008\structured_patchplan_with_memory\summary.json,valid JSON structured output; memory field present
repair_missing_file_004,direct_llm,deepseek-chat,True,True,False,True,True,True,False,True,False,False,False,not_detected_by_rule,not_run,not_recorded,D:\Git\My_Git_Project\SciCodePilot\scicodepilot-dev-main\outputs\m30_llm_smoke\Summary_10_Tasks\repair_missing_file_004\direct_llm\prompt.txt,D:\Git\My_Git_Project\SciCodePilot\scicodepilot-dev-main\outputs\m30_llm_smoke\Summary_10_Tasks\repair_missing_file_004\direct_llm\response.txt,D:\Git\My_Git_Project\SciCodePilot\scicodepilot-dev-main\outputs\m30_llm_smoke\Summary_10_Tasks\repair_missing_file_004\direct_llm\summary.json,free-form natural language output
repair_missing_file_004,structured_patchplan,deepseek-chat,True,True,True,True,True,True,True,True,True,False,True,not_detected_by_rule,not_run,not_recorded,D:\Git\My_Git_Project\SciCodePilot\scicodepilot-dev-main\outputs\m30_llm_smoke\Summary_10_Tasks\repair_missing_file_004\structured_patchplan\prompt.txt,D:\Git\My_Git_Project\SciCodePilot\scicodepilot-dev-main\outputs\m30_llm_smoke\Summary_10_Tasks\repair_missing_file_004\structured_patchplan\response.txt,D:\Git\My_Git_Project\SciCodePilot\scicodepilot-dev-main\outputs\m30_llm_smoke\Summary_10_Tasks\repair_missing_file_004\structured_patchplan\summary.json,valid JSON structured output
repair_missing_file_004,structured_patchplan_with_memory,deepseek-chat,True,True,True,True,True,True,True,True,True,True,True,not_detected_by_rule,not_run,not_recorded,D:\Git\My_Git_Project\SciCodePilot\scicodepilot-dev-main\outputs\m30_llm_smoke\Summary_10_Tasks\repair_missing_file_004\structured_patchplan_with_memory\prompt.txt,D:\Git\My_Git_Project\SciCodePilot\scicodepilot-dev-main\outputs\m30_llm_smoke\Summary_10_Tasks\repair_missing_file_004\structured_patchplan_with_memory\response.txt,D:\Git\My_Git_Project\SciCodePilot\scicodepilot-dev-main\outputs\m30_llm_smoke\Summary_10_Tasks\repair_missing_file_004\structured_patchplan_with_memory\summary.json,valid JSON structured output; memory field present
repair_missing_module_003,direct_llm,deepseek-chat,True,True,False,True,True,True,False,True,False,False,False,not_detected_by_rule,not_run,not_recorded,D:\Git\My_Git_Project\SciCodePilot\scicodepilot-dev-main\outputs\m30_llm_smoke\Summary_10_Tasks\repair_missing_module_003\direct_llm\prompt.txt,D:\Git\My_Git_Project\SciCodePilot\scicodepilot-dev-main\outputs\m30_llm_smoke\Summary_10_Tasks\repair_missing_module_003\direct_llm\response.txt,D:\Git\My_Git_Project\SciCodePilot\scicodepilot-dev-main\outputs\m30_llm_smoke\Summary_10_Tasks\repair_missing_module_003\direct_llm\summary.json,free-form natural language output
repair_missing_module_003,structured_patchplan,deepseek-chat,True,True,True,True,True,True,True,True,True,False,True,not_detected_by_rule,not_run,not_recorded,D:\Git\My_Git_Project\SciCodePilot\scicodepilot-dev-main\outputs\m30_llm_smoke\Summary_10_Tasks\repair_missing_module_003\structured_patchplan\prompt.txt,D:\Git\My_Git_Project\SciCodePilot\scicodepilot-dev-main\outputs\m30_llm_smoke\Summary_10_Tasks\repair_missing_module_003\structured_patchplan\response.txt,D:\Git\My_Git_Project\SciCodePilot\scicodepilot-dev-main\outputs\m30_llm_smoke\Summary_10_Tasks\repair_missing_module_003\structured_patchplan\summary.json,valid JSON structured output
repair_missing_module_003,structured_patchplan_with_memory,deepseek-chat,True,True,True,True,True,True,True,True,True,True,True,not_detected_by_rule,not_run,not_recorded,D:\Git\My_Git_Project\SciCodePilot\scicodepilot-dev-main\outputs\m30_llm_smoke\Summary_10_Tasks\repair_missing_module_003\structured_patchplan_with_memory\prompt.txt,D:\Git\My_Git_Project\SciCodePilot\scicodepilot-dev-main\outputs\m30_llm_smoke\Summary_10_Tasks\repair_missing_module_003\structured_patchplan_with_memory\response.txt,D:\Git\My_Git_Project\SciCodePilot\scicodepilot-dev-main\outputs\m30_llm_smoke\Summary_10_Tasks\repair_missing_module_003\structured_patchplan_with_memory\summary.json,valid JSON structured output; memory field present
repair_tensor_shape_001,direct_llm,deepseek-chat,True,True,False,True,True,True,False,True,False,False,False,not_detected_by_rule,not_run,not_recorded,D:\Git\My_Git_Project\SciCodePilot\scicodepilot-dev-main\outputs\m30_llm_smoke\Summary_10_Tasks\repair_tensor_shape_001\direct_llm\prompt.txt,D:\Git\My_Git_Project\SciCodePilot\scicodepilot-dev-main\outputs\m30_llm_smoke\Summary_10_Tasks\repair_tensor_shape_001\direct_llm\response.txt,D:\Git\My_Git_Project\SciCodePilot\scicodepilot-dev-main\outputs\m30_llm_smoke\Summary_10_Tasks\repair_tensor_shape_001\direct_llm\summary.json,free-form natural language output
repair_tensor_shape_001,structured_patchplan,deepseek-chat,True,True,True,True,True,True,True,True,True,False,True,not_detected_by_rule,not_run,not_recorded,D:\Git\My_Git_Project\SciCodePilot\scicodepilot-dev-main\outputs\m30_llm_smoke\Summary_10_Tasks\repair_tensor_shape_001\structured_patchplan\prompt.txt,D:\Git\My_Git_Project\SciCodePilot\scicodepilot-dev-main\outputs\m30_llm_smoke\Summary_10_Tasks\repair_tensor_shape_001\structured_patchplan\response.txt,D:\Git\My_Git_Project\SciCodePilot\scicodepilot-dev-main\outputs\m30_llm_smoke\Summary_10_Tasks\repair_tensor_shape_001\structured_patchplan\summary.json,valid JSON structured output
repair_tensor_shape_001,structured_patchplan_with_memory,deepseek-chat,True,True,True,True,True,True,True,True,True,True,True,not_detected_by_rule,not_run,not_recorded,D:\Git\My_Git_Project\SciCodePilot\scicodepilot-dev-main\outputs\m30_llm_smoke\Summary_10_Tasks\repair_tensor_shape_001\structured_patchplan_with_memory\prompt.txt,D:\Git\My_Git_Project\SciCodePilot\scicodepilot-dev-main\outputs\m30_llm_smoke\Summary_10_Tasks\repair_tensor_shape_001\structured_patchplan_with_memory\response.txt,D:\Git\My_Git_Project\SciCodePilot\scicodepilot-dev-main\outputs\m30_llm_smoke\Summary_10_Tasks\repair_tensor_shape_001\structured_patchplan_with_memory\summary.json,valid JSON structured output; memory field present
